"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","category","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response_1","correct_response","count_WM_load","count_WM_sequence","count_WM_trials_loop","count_WM_trials_sequence","count_block_loop","count_block_sequence","count_color_block_loop","count_color_choice","count_color_choice_multi","count_color_choice_multi_sequence","count_color_multi_loop","count_color_multi_sequence","count_color_sequence","count_color_target_1","count_color_target_1_1","count_color_trial_sequence","count_color_word_id","count_color_word_id_sequence","count_color_word_id_trial_loop","count_color_word_id_trial_sequence","count_correct_1","count_counterbalance_javascript","count_experiment","count_feedback","count_feedback_1","count_feedback_rt","count_fixation","count_fixation_1","count_fixation_color","count_fixation_food_tools","count_food_tools_loop","count_food_tools_trial_loop","count_food_tools_trial_sequence","count_goodbye","count_incorrect_1","count_instructions","count_instructions1","count_instructions2","count_instructions_1","count_instructions_WM_1","count_instructions_WM_2","count_instructions_WM_3","count_isa","count_isa_1","count_keyboard_response_1","count_letter_number_loop","count_letter_target_1","count_letter_target_2","count_logger","count_new_reset_feedback_1","count_new_reset_feedback_2","count_new_reset_feedback_3","count_new_sequence","count_pick_numbers","count_pure_response","count_pure_response_sequence","count_reset_feedback","count_rt_block_loop","count_rt_target","count_rt_trial_sequence","count_set_soa","count_soa","count_symbol","count_symbol_1","count_trial_sequence","counterbalance","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","letter_response","live_row","live_row_pure_response","live_row_rt_block_loop","logfile","mouse_backend","number_response","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_feedback","response_feedback_1","response_feedback_rt","response_instructions","response_instructions1","response_instructions2","response_instructions_1","response_instructions_WM_1","response_instructions_WM_2","response_instructions_WM_3","response_keyboard_response_1","response_time","response_time_feedback","response_time_feedback_1","response_time_feedback_rt","response_time_instructions","response_time_instructions1","response_time_instructions2","response_time_instructions_1","response_time_instructions_WM_1","response_time_instructions_WM_2","response_time_instructions_WM_3","response_time_keyboard_response_1","round_decimals","sampler_backend","soa","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","target","time_WM_load","time_WM_sequence","time_WM_trials_loop","time_WM_trials_sequence","time_block_loop","time_block_sequence","time_color_block_loop","time_color_choice","time_color_choice_multi","time_color_choice_multi_sequence","time_color_multi_loop","time_color_multi_sequence","time_color_sequence","time_color_target_1","time_color_target_1_1","time_color_trial_sequence","time_color_word_id","time_color_word_id_sequence","time_color_word_id_trial_loop","time_color_word_id_trial_sequence","time_correct_1","time_counterbalance_javascript","time_experiment","time_feedback","time_feedback_1","time_feedback_rt","time_fixation","time_fixation_1","time_fixation_color","time_fixation_food_tools","time_food_tools_loop","time_food_tools_trial_loop","time_food_tools_trial_sequence","time_goodbye","time_incorrect_1","time_instructions","time_instructions1","time_instructions2","time_instructions_1","time_instructions_WM_1","time_instructions_WM_2","time_instructions_WM_3","time_isa","time_isa_1","time_keyboard_response_1","time_letter_number_loop","time_letter_target_1","time_letter_target_2","time_logger","time_new_reset_feedback_1","time_new_reset_feedback_2","time_new_reset_feedback_3","time_new_sequence","time_pick_numbers","time_pure_response","time_pure_response_sequence","time_reset_feedback","time_rt_block_loop","time_rt_target","time_rt_trial_sequence","time_set_soa","time_soa","time_symbol","time_symbol_1","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","399.5625","399.5625","gray","no","legacy","NA","legacy","red","legacy","0","color_1/2","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","NA","NA","NA","0","15","NA","15","0","NA","NA","NA","NA","0","0","NA","NA","0","NA","NA","15","NA","0","NA","NA","0","15","0","0","2","0","0","0","0","19","15","35","0","NA","NA","35","NA","NA","NA","NA","NA","0","0","1","0","19","19","35","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","15","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","NA","space","NA","space","space","NA","NA","NA","NA","z","397","NA","NA","4310","NA","4853","3100","NA","NA","NA","NA","397","2","legacy","1574","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","NA","NA","NA","NA","47290","75007","NA","73420","NA","NA","NA","NA","NA","NA","1389","NA","NA","39848","NA","NA","73424","NA","NA","NA","NA","NA","NA","NA","1444","44187","NA","NA","NA","NA","39754","75408","75007","NA","NA","NA","75458","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","73421","38121","NA","NA","NA","Response_time_timing","16","6393","16","no","1024"
"100","100","396.11764705882354","396.11764705882354","gray","no","legacy","NA","legacy","red","legacy","0","color_1/2","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","NA","NA","NA","0","16","NA","16","0","NA","NA","NA","NA","0","0","NA","NA","0","NA","NA","16","NA","0","NA","NA","0","16","0","0","2","0","0","0","0","19","16","36","0","NA","NA","36","NA","NA","NA","NA","NA","0","0","1","0","19","19","36","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","16","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","NA","space","NA","space","space","NA","NA","NA","NA","z","341","NA","NA","4310","NA","4853","3100","NA","NA","NA","NA","341","2","legacy","1338","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","NA","NA","NA","NA","47290","76843","NA","75495","NA","NA","NA","NA","NA","NA","1389","NA","NA","39848","NA","NA","75498","NA","NA","NA","NA","NA","NA","NA","1444","44187","NA","NA","NA","NA","39754","77188","76843","NA","NA","NA","77238","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","75495","38121","NA","NA","NA","Response_time_timing","17","6734","17","no","1024"
"100","100","390.22222222222223","390.22222222222223","gray","no","legacy","NA","legacy","red","legacy","0","color_1/2","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","NA","NA","NA","0","17","NA","17","0","NA","NA","NA","NA","0","0","NA","NA","0","NA","NA","17","NA","0","NA","NA","0","17","0","0","2","0","0","0","0","19","17","37","0","NA","NA","37","NA","NA","NA","NA","NA","0","0","1","0","19","19","37","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","17","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","NA","space","NA","space","space","NA","NA","NA","NA","z","290","NA","NA","4310","NA","4853","3100","NA","NA","NA","NA","290","2","legacy","1832","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","NA","NA","NA","NA","47290","79119","NA","77274","NA","NA","NA","NA","NA","NA","1389","NA","NA","39848","NA","NA","77278","NA","NA","NA","NA","NA","NA","NA","1444","44187","NA","NA","NA","NA","39754","79413","79119","NA","NA","NA","79463","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","77275","38121","NA","NA","NA","Response_time_timing","18","7024","18","no","1024"
"100","100","386.94736842105266","386.94736842105266","gray","no","legacy","NA","legacy","red","legacy","0","color_1/2","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","NA","NA","NA","0","18","NA","18","0","NA","NA","NA","NA","0","0","NA","NA","0","NA","NA","18","NA","0","NA","NA","0","18","0","0","2","0","0","0","0","19","18","38","0","NA","NA","38","NA","NA","NA","NA","NA","0","0","1","0","19","19","38","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","18","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","NA","space","NA","space","space","NA","NA","NA","NA","z","328","NA","NA","4310","NA","4853","3100","NA","NA","NA","NA","328","2","legacy","1739","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","NA","NA","NA","NA","47290","81249","NA","79499","NA","NA","NA","NA","NA","NA","1389","NA","NA","39848","NA","NA","79502","NA","NA","NA","NA","NA","NA","NA","1444","44187","NA","NA","NA","NA","39754","81582","81249","NA","NA","NA","81632","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","79499","38121","NA","NA","NA","Response_time_timing","19","7352","19","no","1024"
"100","100","391.05","391.05","gray","no","legacy","NA","legacy","blue","legacy","0","color_1/2","relative","1","undefined","1","b","0","NA","NA","NA","NA","NA","0","0","0","NA","NA","NA","0","19","NA","19","0","NA","NA","NA","NA","0","0","NA","NA","0","NA","NA","19","NA","0","NA","NA","0","19","0","0","2","0","0","0","0","19","19","39","0","NA","NA","39","NA","NA","NA","NA","NA","0","0","1","0","19","19","39","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","19","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","b","NA","NA","space","NA","space","space","NA","NA","NA","NA","b","469","NA","NA","4310","NA","4853","3100","NA","NA","NA","NA","469","2","legacy","1683","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","NA","NA","NA","NA","47290","83365","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","NA","39848","NA","NA","81672","NA","NA","NA","NA","NA","NA","NA","1444","44187","NA","NA","NA","NA","39754","83838","83365","NA","NA","NA","83888","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","81669","38121","NA","NA","NA","Response_time_timing","20","7821","20","no","1024"
"100","100","489","489","gray","no","legacy","NA","legacy","yellow","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","20","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","20","NA","0","NA","NA","0","20","0","0","2","0","0","0","0","19","20","40","0","NA","NA","40","0","NA","NA","NA","NA","0","0","1","0","19","19","40","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","0","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","489","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","489","2","legacy","1348","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","87149","87134","87134","47290","88509","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","87152","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","89002","88509","NA","NA","NA","89052","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","87149","38121","NA","NA","NA","Response_time_timing","1","489","1","no","1024"
"100","100","483","483","gray","no","legacy","NA","legacy","red","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","1","0","0","0","21","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","21","NA","0","NA","NA","0","21","0","0","2","0","0","0","0","19","21","41","0","NA","NA","41","0","NA","NA","NA","NA","0","0","1","0","19","19","41","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","1","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","477","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","477","2","legacy","1375","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","89088","87134","87134","47290","90476","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","89091","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","90963","90476","NA","NA","NA","91013","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","89088","38121","NA","NA","NA","Response_time_timing","2","966","2","no","1024"
"100","100","419.6666666666667","419.6666666666667","gray","no","legacy","NA","legacy","yellow","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","2","0","0","0","22","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","22","NA","0","NA","NA","0","22","0","0","2","0","0","0","0","19","22","42","0","NA","NA","42","0","NA","NA","NA","NA","0","0","1","0","19","19","42","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","2","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","293","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","293","2","legacy","1780","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","91049","87134","87134","47290","92840","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","91052","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","93137","92840","NA","NA","NA","93187","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","91049","38121","NA","NA","NA","Response_time_timing","3","1259","3","no","1024"
"100","100","383.75","383.75","gray","no","legacy","NA","legacy","white","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","3","0","0","0","23","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","23","NA","0","NA","NA","0","23","0","0","2","0","0","0","0","19","23","43","0","NA","NA","43","0","NA","NA","NA","NA","0","0","1","0","19","19","43","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","3","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","276","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","276","2","legacy","1663","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","93223","87134","87134","47290","94899","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","93226","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","95179","94899","NA","NA","NA","95229","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","93223","38121","NA","NA","NA","Response_time_timing","4","1535","4","no","1024"
"100","100","379.4","379.4","gray","no","legacy","NA","legacy","blue","legacy","0","color_1/4","relative","1","undefined","1","b","0","NA","NA","NA","NA","NA","0","0","0","4","0","0","0","24","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","24","NA","0","NA","NA","0","24","0","0","2","0","0","0","0","19","24","44","0","NA","NA","44","0","NA","NA","NA","NA","0","0","1","0","19","19","44","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","4","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","b","NA","space","space","NA","space","space","NA","NA","NA","NA","b","362","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","362","2","legacy","1626","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","95265","87134","87134","47290","96903","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","95269","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","97270","96904","NA","NA","NA","97320","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","95265","38121","NA","NA","NA","Response_time_timing","5","1897","5","no","1024"
"100","100","388.6666666666667","388.6666666666667","gray","no","legacy","NA","legacy","red","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","5","0","0","0","25","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","25","NA","0","NA","NA","0","25","0","0","2","0","0","0","0","19","25","45","0","NA","NA","45","0","NA","NA","NA","NA","0","0","1","0","19","19","45","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","5","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","435","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","435","2","legacy","1229","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","97356","87134","87134","47290","98597","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","97359","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","99036","98597","NA","NA","NA","99086","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","97356","38121","NA","NA","NA","Response_time_timing","6","2332","6","no","1024"
"100","100","406.57142857142856","406.57142857142856","gray","no","legacy","NA","legacy","white","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","6","0","0","0","26","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","26","NA","0","NA","NA","0","26","0","0","2","0","0","0","0","19","26","46","0","NA","NA","46","0","NA","NA","NA","NA","0","0","1","0","19","19","46","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","6","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","514","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","514","2","legacy","902","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","99122","87134","87134","47290","100038","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","99126","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","100557","100038","NA","NA","NA","100607","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","99122","38121","NA","NA","NA","Response_time_timing","7","2846","7","no","1024"
"100","100","416.5","416.5","gray","no","legacy","NA","legacy","yellow","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","7","0","0","0","27","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","27","NA","0","NA","NA","0","27","0","0","2","0","0","0","0","19","27","47","0","NA","NA","47","0","NA","NA","NA","NA","0","0","1","0","19","19","47","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","7","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","486","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","486","2","legacy","822","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","100643","87134","87134","47290","101476","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","100647","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","101966","101476","NA","NA","NA","102016","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","100643","38121","NA","NA","NA","Response_time_timing","8","3332","8","no","1024"
"100","100","407.22222222222223","407.22222222222223","gray","no","legacy","NA","legacy","yellow","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","8","0","0","0","28","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","28","NA","0","NA","NA","0","28","0","0","2","0","0","0","0","19","28","48","0","NA","NA","48","0","NA","NA","NA","NA","0","0","1","0","19","19","48","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","8","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","333","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","333","2","legacy","1564","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","102053","87134","87134","47290","103630","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","102056","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","103968","103630","NA","NA","NA","104018","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","102053","38121","NA","NA","NA","Response_time_timing","9","3665","9","no","1024"
"100","100","417.4","417.4","gray","no","legacy","NA","legacy","blue","legacy","0","color_1/4","relative","1","undefined","1","b","0","NA","NA","NA","NA","NA","0","0","0","9","0","0","0","29","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","29","NA","0","NA","NA","0","29","0","0","2","0","0","0","0","19","29","49","0","NA","NA","49","0","NA","NA","NA","NA","0","0","1","0","19","19","49","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","9","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","b","NA","space","space","NA","space","space","NA","NA","NA","NA","b","509","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","509","2","legacy","1368","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","104054","87134","87134","47290","105429","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","104058","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","105942","105429","NA","NA","NA","105992","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","104054","38121","NA","NA","NA","Response_time_timing","10","4174","10","no","1024"
"100","100","412.72727272727275","412.72727272727275","gray","no","legacy","NA","legacy","red","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","10","0","0","0","30","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","30","NA","0","NA","NA","0","30","0","0","2","0","0","0","0","19","30","50","0","NA","NA","50","0","NA","NA","NA","NA","0","0","1","0","19","19","50","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","10","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","366","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","366","2","legacy","1928","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","106028","87134","87134","47290","107967","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","106032","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","108337","107967","NA","NA","NA","108387","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","106029","38121","NA","NA","NA","Response_time_timing","11","4540","11","no","1024"
"100","100","417.6666666666667","417.6666666666667","gray","no","legacy","NA","legacy","white","legacy","0","color_1/4","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","11","0","0","0","31","NA","19","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","31","NA","0","NA","NA","0","31","0","0","2","0","0","0","0","19","31","51","0","NA","NA","51","0","NA","NA","NA","NA","0","0","1","0","19","19","51","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","11","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","472","NA","2090","4310","NA","4853","1082","NA","NA","NA","NA","472","2","legacy","1433","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","108423","87134","87134","47290","109870","NA","81668","NA","NA","NA","NA","NA","NA","1389","NA","83935","39848","NA","NA","108427","NA","NA","NA","NA","NA","NA","NA","1444","86049","NA","NA","NA","NA","39754","110346","109870","NA","NA","NA","110396","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","108424","38121","NA","NA","NA","Response_time_timing","12","5012","12","no","1024"
