acc,accuracy,average_response_time,avg_rt,background,bidi,browser_codename,browser_name,browser_version,canvas_backend,category,clock_backend,color,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response_1,correct_response,count_WM_load,count_WM_sequence,count_WM_trials_loop,count_WM_trials_sequence,count_block_loop,count_block_sequence,count_color_choice,count_color_choice_multi,count_color_choice_multi_sequence,count_color_multi_loop,count_color_multi_sequence,count_color_target_1,count_color_target_1_1,count_color_word_id,count_color_word_id_sequence,count_color_word_id_trial_loop,count_color_word_id_trial_sequence,count_correct_1,count_counterbalance_javascript,count_experiment,count_feedback,count_feedback_1,count_feedback_1_1,count_fixation,count_fixation_1,count_fixation_color,count_fixation_food_tools,count_food_tools_loop,count_food_tools_trial_loop,count_food_tools_trial_sequence,count_goodbye,count_incorrect_1,count_instructions,count_instructions0,count_instructions1,count_instructions2,count_instructions_1,count_instructions_WM_1,count_instructions_WM_2,count_instructions_WM_3,count_isa,count_isa_1,count_keyboard_response_1,count_letter_number_loop,count_letter_target_1,count_letter_target_2,count_logger,count_new_reset_feedback_1,count_new_reset_feedback_2,count_new_reset_feedback_3,count_new_sequence,count_osweb,count_pick_numbers,count_pure_response,count_pure_response_sequence,count_reset_feedback,count_rt_block_loop,count_rt_target,count_rt_trial_sequence,count_set_soa,count_soa,count_symbol,count_symbol_1,count_trial_sequence,counterbalance,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,empty_column,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,letter1,letter2,letter_response,mouse_backend,num,number_response,opensesame_codename,opensesame_version,penwidth,practice,queryParams_batchId,queryParams_jatosWorkerId,repeat_cycle,response,response_feedback,response_feedback_1,response_feedback_1_1,response_instructions,response_instructions0,response_instructions1,response_instructions2,response_instructions_1,response_instructions_WM_1,response_instructions_WM_2,response_instructions_WM_3,response_keyboard_response_1,response_time,response_time_feedback,response_time_feedback_1,response_time_feedback_1_1,response_time_instructions,response_time_instructions0,response_time_instructions1,response_time_instructions2,response_time_instructions_1,response_time_instructions_WM_1,response_time_instructions_WM_2,response_time_instructions_WM_3,response_time_keyboard_response_1,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,soa,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,synth_backend,system_os,target,time_WM_load,time_WM_trials_loop,time_block_loop,time_color_choice,time_color_choice_multi,time_color_multi_loop,time_color_target_1,time_color_target_1_1,time_color_word_id,time_color_word_id_trial_loop,time_correct_1,time_feedback,time_feedback_1,time_feedback_1_1,time_fixation,time_fixation_1,time_fixation_color,time_fixation_food_tools,time_food_tools_loop,time_food_tools_trial_loop,time_incorrect_1,time_instructions,time_instructions0,time_instructions1,time_instructions2,time_instructions_1,time_instructions_WM_1,time_instructions_WM_2,time_instructions_WM_3,time_isa,time_isa_1,time_keyboard_response_1,time_letter_number_loop,time_letter_target_1,time_letter_target_2,time_logger,time_pick_numbers,time_pure_response,time_rt_block_loop,time_rt_target,time_set_soa,time_soa,time_symbol,time_symbol_1,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,283,283,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,10,,10,0,,,10,,,,,0,,0,0,0,0,10,10,10,10,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,312,,,,,4017,2981,,,,,,312,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1367,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,25558,,25244,32,,,25616,,32,7042,25244,23872,23873,,,Response_time_timing,11,3117,11,no,1024
100,100,285,285,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,11,,11,0,,,11,,,,,0,,0,0,0,0,11,11,11,11,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,301,,,,,4017,2981,,,,,,301,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1823,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,27758,,27451,32,,,27816,,32,7042,27451,25620,25620,,,Response_time_timing,12,3418,12,no,1024
100,100,284,284,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,12,,12,0,,,12,,,,,0,,0,0,0,0,12,12,12,12,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,276,,,,,4017,2981,,,,,,276,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1138,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,29249,,28969,32,,,29300,,32,7042,28969,27819,27821,,,Response_time_timing,13,3694,13,no,1024
100,100,284,284,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,13,,13,0,,,13,,,,,0,,0,0,0,0,13,13,13,13,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,287,,,,,4017,2981,,,,,,287,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1883,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,31483,,31194,32,,,31541,,32,7042,31194,29304,29304,,,Response_time_timing,14,3981,14,no,1024
100,100,285,285,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,14,,14,0,,,14,,,,,0,,0,0,0,0,14,14,14,14,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,297,,,,,4017,2981,,,,,,297,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1151,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,33001,,32702,32,,,33058,,32,7042,32702,31545,31546,,,Response_time_timing,15,4278,15,no,1024
100,100,288,288,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,15,,15,0,,,15,,,,,0,,0,0,0,0,15,15,15,15,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,325,,,,,4017,2981,,,,,,325,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,743,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,34142,,33811,32,,,34200,,32,7042,33811,33062,33063,,,Response_time_timing,16,4603,16,no,1024
100,100,288,288,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,16,,16,0,,,16,,,,,0,,0,0,0,0,16,16,16,16,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,297,,,,,4017,2981,,,,,,297,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1819,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,36334,,36027,32,,,36391,,32,7042,36027,34203,34203,,,Response_time_timing,17,4900,17,no,1024
100,100,287,287,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,17,,17,0,,,17,,,,,0,,0,0,0,0,17,17,17,17,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,271,,,,,4017,2981,,,,,,271,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,840,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,37526,,37246,32,,,37583,,32,7042,37246,36394,36395,,,Response_time_timing,18,5171,18,no,1024
100,100,288,288,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,18,,18,0,,,18,,,,,0,,0,0,0,0,18,18,18,18,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,298,,,,,4017,2981,,,,,,298,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1269,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,39175,,38870,32,,,39233,,32,7042,38870,37590,37591,,,Response_time_timing,19,5469,19,no,1024
100,100,287,287,gray,no,Mozilla,Netscape,5.0 (Macintosh),legacy,,legacy,blue,legacy,0,pure_rt,relative,1,1,b,0,,,,,,0,0,,,,,,0,,,,,0,0,,,,,,,,0,,,0,,0,0,0,2,0,0,0,0,19,,19,0,,,19,,,,,0,,0,0,0,0,19,19,19,19,,,,5,29-10-22,29-10-22,06:31:41,Tue Nov 29 2022 06:31:41 GMT+0100 (Central European Standard Time),A simple lexical-decision example experiment,yes,,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing,0,0,0,no,mono,no,32,no,white,no,no,768,939,3.6.1,legacy,,,b,legacy,,z,osweb,1.4.11,1,,-1,1,0,b,,,,,space,space,,,,,,b,270,,,,,4017,2981,,,,,,270,2,legacy,1079,1728,30,1117,30,0,62,1728,1669699941011,1645,1024,2,48000,-16,experiment,1,odd,legacy,MacIntel,,32,,,32,32,,,,32,,,,,,,,,,32,,,,32,4053,,,,,,41168,,40896,32,,,41224,,32,7042,40895,39239,39240,,,Response_time_timing,20,5739,20,no,1024
