acc,accuracy,average_response_time,avg_rt,background,bidi,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_response,count_ISI,count_break1,count_break_2,count_correct_feedback,count_credits,count_experiment,count_experimentLoop,count_fixation,count_incorrect_feedback,count_instructions1,count_instructions2,count_keyboard_response,count_memory_set,count_new_logger,count_osweb,count_practiceLoop,count_practiceSequence,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,response,response_break1,response_break_2,response_instructions1,response_instructions2,response_keyboard_response,response_time,response_time_break1,response_time_break_2,response_time_instructions1,response_time_instructions2,response_time_keyboard_response,round_decimals,sampler_backend,sessionid,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_break1,time_break_2,time_correct_feedback,time_experimentLoop,time_fixation,time_incorrect_feedback,time_instructions1,time_instructions2,time_keyboard_response,time_memory_set,time_new_logger,time_practiceLoop,time_probe,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
96,96,591,591,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,118,118,118,118,0,0,0,118,118,0,0,118,118,118,0,0,118,118,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 6 4 3 9 7,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,643,43831,2375,28477,9780,643,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,8,834554,356544,643352,831318,39,832342,662070,39,97485,836562,833351,837205,39,836562,Sternberg,114,70364,119,yes,1024
96,96,591,591,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,119,119,119,119,0,0,0,119,119,0,0,119,119,119,0,0,119,119,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 8,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,555,43831,2375,28477,9780,555,2,legacy,1600799031727,2,1024,2,48000,-16,experiment,1,odd,9,840449,356544,643352,837208,39,838233,662070,39,97485,842457,839244,843018,39,842457,Sternberg,115,70919,120,yes,1024
96,96,590,590,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,120,120,120,120,0,0,0,120,120,0,0,120,120,120,0,0,120,120,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 1,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,477,43831,2375,28477,9780,477,2,legacy,1600799031727,2,1024,2,48000,-16,experiment,1,odd,6,846269,356544,643352,843022,39,844054,662070,39,97485,848277,845062,848754,39,848277,Sternberg,116,71396,121,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,121,121,121,121,0,0,0,121,121,0,0,121,121,121,0,0,121,121,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 9 1 6,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,902,43831,2375,28477,9780,902,2,legacy,1600799031727,4,1024,2,48000,-16,experiment,1,odd,4,852005,356544,643352,848757,39,849794,662070,39,97485,854014,850802,854921,39,854014,Sternberg,117,72298,122,yes,1024
96,96,592,592,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,122,122,122,122,0,0,0,122,122,0,0,122,122,122,0,0,122,122,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 1 8 7 5,osweb,1.3.8,3,y,right,right,lctrl,right,right,right,480,43831,2375,28477,9780,480,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,8,858150,356544,643352,854925,39,855936,662070,39,97485,860152,856947,860636,39,860152,Sternberg,118,72778,123,yes,1024
96,96,592,592,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,123,123,123,123,0,0,0,123,123,0,0,123,123,123,0,0,123,123,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 2 9 3 8 4,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,570,43831,2375,28477,9780,570,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,1,863881,356544,643352,860641,39,861671,662070,39,97485,865889,862677,866463,39,865889,Sternberg,119,73348,124,yes,1024
96,96,592,592,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,124,124,124,124,0,0,0,124,124,0,0,124,124,124,0,0,124,124,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 1 8 4 9 3,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,636,43831,2375,28477,9780,636,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,6,869707,356544,643352,866464,39,867494,662070,39,97485,871716,868504,872359,39,871716,Sternberg,120,73984,125,yes,1024
96,96,591,591,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,125,125,125,125,0,0,0,125,125,0,0,125,125,125,0,0,125,125,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 6 5 8,osweb,1.3.8,1,y,right,right,lctrl,right,right,right,525,43831,2375,28477,9780,525,2,legacy,1600799031727,4,1024,2,48000,-16,experiment,1,odd,4,875610,356544,643352,872363,39,873395,662070,39,97485,877618,874405,878144,39,877618,Sternberg,121,74509,126,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,126,126,126,126,0,0,0,126,126,0,0,126,126,126,0,0,126,126,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 2 1 4 7,osweb,1.3.8,2,y,right,right,lctrl,right,right,right,836,43831,2375,28477,9780,836,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,2,881395,356544,643352,878148,39,879185,662070,39,97485,883404,880191,884241,39,883404,Sternberg,122,75345,127,yes,1024
96,96,594,594,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,127,127,127,127,0,0,0,127,127,0,0,127,127,127,0,0,127,127,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 8 9 3 4 9,osweb,1.3.8,5,y,right,right,lctrl,right,right,right,707,43831,2375,28477,9780,707,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,4,887471,356544,643352,884243,39,885260,662070,39,97485,889481,886267,890193,39,889480,Sternberg,123,76052,128,yes,1024
96,96,594,594,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,128,128,128,128,0,0,0,128,128,0,0,128,128,128,0,0,128,128,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 3 1 2 5,osweb,1.3.8,4,y,right,right,lctrl,right,right,right,551,43831,2375,28477,9780,551,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,2,893429,356544,643352,890194,39,891214,662070,39,97485,895439,892226,895991,39,895439,Sternberg,124,76603,129,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,129,129,129,129,0,0,0,129,129,0,0,129,129,129,0,0,129,129,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 4 9 2 5,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,509,43831,2375,28477,9780,509,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,7,899229,356544,643352,895995,39,897014,662070,39,97485,901236,898025,901748,39,901236,Sternberg,125,77112,130,yes,1024
96,96,592,592,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,130,130,130,130,0,0,0,130,130,0,0,130,130,130,0,0,130,130,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 4,osweb,1.3.8,1,y,right,right,lctrl,right,right,right,404,43831,2375,28477,9780,404,2,legacy,1600799031727,2,1024,2,48000,-16,experiment,1,odd,3,904978,356544,643352,901753,39,902767,662070,39,97485,906987,903771,907395,39,906987,Sternberg,126,77516,131,yes,1024
96,96,592,592,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,131,131,131,131,0,0,0,131,131,0,0,131,131,131,0,0,131,131,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 8 3 9,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,665,43831,2375,28477,9780,665,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,2,910632,356544,643352,907398,39,908418,662070,39,97485,912639,909427,913311,39,912639,Sternberg,127,78181,132,yes,1024
96,96,594,594,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,132,132,132,132,0,0,0,132,132,0,0,132,132,132,0,0,132,132,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 5 3 2 8 6,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,871,43831,2375,28477,9780,871,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,7,916541,356544,643352,913313,39,914325,662070,39,97485,918550,915337,919422,39,918550,Sternberg,128,79052,133,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,133,133,133,133,0,0,0,133,133,0,0,133,133,133,0,0,133,133,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7,osweb,1.3.8,1,y,right,right,lctrl,right,right,right,434,43831,2375,28477,9780,434,2,legacy,1600799031727,1,1024,2,48000,-16,experiment,1,odd,7,922660,356544,643352,919427,39,920448,662070,39,97485,924669,921452,925110,39,924668,Sternberg,129,79486,134,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,134,134,134,134,0,0,0,134,134,0,0,134,134,134,0,0,134,134,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 8 4,osweb,1.3.8,1,y,right,right,lctrl,right,right,right,548,43831,2375,28477,9780,548,2,legacy,1600799031727,3,1024,2,48000,-16,experiment,1,odd,9,928360,356544,643352,925112,39,926145,662070,39,97485,930369,927157,930923,39,930369,Sternberg,130,80034,135,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,135,135,135,135,0,0,0,135,135,0,0,135,135,135,0,0,135,135,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 5 7 1,osweb,1.3.8,3,y,right,right,lctrl,right,right,right,562,43831,2375,28477,9780,562,2,legacy,1600799031727,4,1024,2,48000,-16,experiment,1,odd,7,934153,356544,643352,930925,39,931941,662070,39,97485,936159,932950,936728,39,936159,Sternberg,131,80596,136,yes,1024
96,96,594,594,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,136,136,136,136,0,0,0,136,136,0,0,136,136,136,0,0,136,136,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 1 5 6 3,osweb,1.3.8,0,n,left,right,lctrl,right,right,left,724,43831,2375,28477,9780,724,2,legacy,1600799031727,5,1024,2,48000,-16,experiment,1,odd,8,939972,356544,643352,936730,39,937760,662070,39,97485,941981,938769,942707,39,941981,Sternberg,132,81320,137,yes,1024
96,96,593,593,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,137,137,137,137,0,0,0,137,137,0,0,137,137,137,0,0,137,137,0,Tue Sep 22 2020 20:23:45 GMT+0200 (Central European Summer Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5 2 9 6 1 7,osweb,1.3.8,3,y,right,right,lctrl,right,right,right,463,43831,2375,28477,9780,463,2,legacy,1600799031727,6,1024,2,48000,-16,experiment,1,odd,9,945937,356544,643352,942711,39,943725,662070,39,97485,947945,944731,948409,39,947945,Sternberg,133,81783,138,yes,1024
0,0,1085,1085,black,no,practice,legacy,legacy,legacy,0,uniform,0,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 3 1 7 9 8,osweb,1.3.8,1,y,left,,,right,,left,1085,,,2930,,1085,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,4,5413,,,,183,3190,,182,,7433,4197,8528,183,7433,Sternberg,0,1085,1,yes,1024
0,0,1110,1110,black,no,practice,legacy,legacy,legacy,0,uniform,0,right,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6,osweb,1.3.8,1,y,left,,,right,,left,1134,,,2930,,1134,2,legacy,1600798962142,1,1024,2,48000,-16,experiment,0,even,6,11829,,,,183,9610,8532,182,,13847,10617,14994,183,13847,Sternberg,0,2219,2,yes,1024
33,33,945,945,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,2,2,2,2,0,0,0,2,2,0,0,2,2,2,0,0,2,2,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 9 4,osweb,1.3.8,3,y,right,,,right,,right,617,,,2930,,617,2,legacy,1600798962142,3,1024,2,48000,-16,experiment,0,even,4,18249,,,,183,16036,14998,182,,20262,17043,20892,183,20262,Sternberg,1,2836,3,yes,1024
50,50,964,964,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,3,3,3,3,0,0,0,3,3,0,0,3,3,3,0,0,3,3,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 1,osweb,1.3.8,0,n,left,,,right,,left,1018,,,2930,,1018,2,legacy,1600798962142,2,1024,2,48000,-16,experiment,0,even,5,24192,,,20896,183,21968,14998,182,,26208,22978,27241,183,26208,Sternberg,2,3854,4,yes,1024
60,60,940,940,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,4,4,4,4,0,0,0,4,4,0,0,4,4,4,0,0,4,4,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 5 2 9,osweb,1.3.8,2,y,right,,,right,,right,846,,,2930,,846,2,legacy,1600798962142,4,1024,2,48000,-16,experiment,0,even,5,30523,,,27245,183,28292,14998,182,,32540,29306,33389,183,32540,Sternberg,3,4700,5,yes,1024
67,67,933,933,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,5,5,5,5,0,0,0,5,5,0,0,5,5,5,0,0,5,5,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5 7 8 4 1 2,osweb,1.3.8,0,n,left,,,right,,left,896,,,2930,,896,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,6,36677,,,33392,183,34454,14998,182,,38688,35463,39587,183,38688,Sternberg,4,5596,6,yes,1024
71,71,914,914,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,6,6,6,6,0,0,0,6,6,0,0,6,6,6,0,0,6,6,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 9 8 5,osweb,1.3.8,4,y,right,,,right,,right,799,,,2930,,799,2,legacy,1600798962142,5,1024,2,48000,-16,experiment,0,even,8,42869,,,39589,183,40638,14998,182,,44887,41654,45702,183,44887,Sternberg,5,6395,7,yes,1024
63,63,867,867,black,no,practice,legacy,legacy,legacy,0,uniform,0,right,7,7,7,7,0,0,0,7,7,0,0,7,7,7,0,0,7,7,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 8,osweb,1.3.8,1,y,left,,,right,,left,537,,,2930,,537,2,legacy,1600798962142,2,1024,2,48000,-16,experiment,0,even,4,49002,,,45704,183,46772,14998,182,,51018,47786,51568,183,51018,Sternberg,5,6932,8,yes,1024
67,67,889,889,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,8,8,8,8,0,0,0,8,8,0,0,8,8,8,0,0,8,8,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 1 9 4,osweb,1.3.8,0,n,left,,,right,,left,1070,,,2930,,1070,2,legacy,1600798962142,4,1024,2,48000,-16,experiment,0,even,6,54851,,,45704,183,52632,51571,182,,56867,53634,57949,183,56866,Sternberg,6,8002,9,yes,1024
70,70,885,885,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,9,9,9,9,0,0,0,9,9,0,0,9,9,9,0,0,9,9,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 1 5,osweb,1.3.8,0,n,left,,,right,,left,849,,,2930,,849,2,legacy,1600798962142,3,1024,2,48000,-16,experiment,0,even,2,61219,,,57952,183,59007,51571,182,,63231,60017,64081,183,63231,Sternberg,7,8851,10,yes,1024
73,73,923,923,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,10,10,10,10,0,0,0,10,10,0,0,10,10,10,0,0,10,10,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 6 7 4 5,osweb,1.3.8,0,n,left,,,right,,left,1307,,,2930,,1307,2,legacy,1600798962142,5,1024,2,48000,-16,experiment,0,even,3,67351,,,64083,183,65119,51571,182,,69364,66133,70679,183,69364,Sternberg,8,10158,11,yes,1024
67,67,1014,1014,black,no,practice,legacy,legacy,legacy,0,uniform,0,left,11,11,11,11,0,0,0,11,11,0,0,11,11,11,0,0,11,11,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5,osweb,1.3.8,0,n,None,,,right,,None,2015,,,2930,,2015,2,legacy,1600798962142,1,1024,2,48000,-16,experiment,0,even,3,73962,,,70682,183,71743,51571,182,,75979,72745,77996,183,75979,Sternberg,8,12173,12,yes,1024
69,69,1015,1015,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,12,12,12,12,0,0,0,12,12,0,0,12,12,12,0,0,12,12,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 5 2,osweb,1.3.8,0,n,left,,,right,right,left,1018,,,2930,8482,1018,2,legacy,1600798962142,4,1024,2,48000,-16,experiment,0,even,3,89758,,,70682,183,87525,77998,182,79011,91774,88542,92807,183,91774,Sternberg,9,13191,13,yes,1024
71,71,1002,1002,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,13,13,13,13,0,0,0,13,13,0,0,13,13,13,0,0,13,13,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 6 4 8 1 2,osweb,1.3.8,0,n,left,,,right,right,left,832,,,2930,8482,832,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,9,96105,,,92810,183,93875,77998,182,79011,98121,94891,98955,183,98121,Sternberg,10,14023,14,yes,1024
73,73,986,986,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,14,14,14,14,0,0,0,14,14,0,0,14,14,14,0,0,14,14,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 5 1 4,osweb,1.3.8,0,n,left,,,right,right,left,760,,,2930,8482,760,2,legacy,1600798962142,4,1024,2,48000,-16,experiment,0,even,6,102254,,,98960,183,100025,77998,182,79011,104272,101039,105037,183,104272,Sternberg,11,14783,15,yes,1024
75,75,970,970,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,15,15,15,15,0,0,0,15,15,0,0,15,15,15,0,0,15,15,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 6 4 3 9 7,osweb,1.3.8,0,n,left,,,right,right,left,734,,,2930,8482,734,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,8,108320,,,105039,183,106098,77998,182,79011,110337,107104,111085,183,110337,Sternberg,12,15517,16,yes,1024
76,76,963,963,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,16,16,16,16,0,0,0,16,16,0,0,16,16,16,0,0,16,16,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 6 2 5 1,osweb,1.3.8,5,y,right,,,right,right,right,861,,,2930,8482,861,2,legacy,1600798962142,5,1024,2,48000,-16,experiment,0,even,1,114368,,,111087,183,112148,77998,182,79011,116384,113152,117250,183,116384,Sternberg,13,16378,17,yes,1024
78,78,966,966,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,17,17,17,17,0,0,0,17,17,0,0,17,17,17,0,0,17,17,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,8 2 1 4 5 9,osweb,1.3.8,0,n,left,,,right,right,left,1005,,,2930,8482,1005,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,7,120533,,,117253,183,118305,77998,182,79011,122549,119317,123566,183,122549,Sternberg,14,17383,18,yes,1024
79,79,964,964,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,18,18,18,18,0,0,0,18,18,0,0,18,18,18,0,0,18,18,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 4 2 6 3 5,osweb,1.3.8,6,y,right,,,right,right,right,926,,,2930,8482,926,2,legacy,1600798962142,6,1024,2,48000,-16,experiment,0,even,5,126865,,,123568,183,124639,77998,182,79011,128882,125650,129814,183,128882,Sternberg,15,18309,19,yes,1024
80,80,971,971,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,19,19,19,19,0,0,0,19,19,0,0,19,19,19,0,0,19,19,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,8 9 5 6 7,osweb,1.3.8,1,y,right,,,right,right,right,1110,,,2930,8482,1110,2,legacy,1600798962142,5,1024,2,48000,-16,experiment,0,even,8,133113,,,129816,183,130882,77998,182,79011,135130,131898,136245,183,135130,Sternberg,16,19419,20,yes,1024
81,81,961,961,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,20,20,20,20,0,0,0,20,20,0,0,20,20,20,0,0,20,20,0,Tue Sep 22 2020 21:22:13 GMT+0300 (Israel Daylight Time),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 9 1,osweb,1.3.8,0,n,left,,,right,right,left,769,,,2930,8482,769,2,legacy,1600798962142,3,1024,2,48000,-16,experiment,0,even,7,139512,,,136250,183,137293,77998,182,79011,141529,138295,142311,183,141529,Sternberg,17,20188,21,yes,1024
