browser_codename,browser_name,browser_version,condition,congruence,correct,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,prime,queryParams_batchId,queryParams_personalMultipleWorkerId,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,soa_condition,system_os,target,time_mask1,time_mask2,time_prime
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,rail,233,804,722,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SQUID,91910,92009,91959
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,toad,233,804,665,816,1536,24,864,24,0,0,1536,short,Linux aarch64,GLOVE,93374,93466,93408
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,rake,233,804,600,816,1536,24,864,24,0,0,1536,short,Linux aarch64,HUSKY,94756,94856,94806
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,tiger,233,804,529,816,1536,24,864,24,0,0,1536,short,Linux aarch64,TIGER,96089,96188,96138
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,whale,233,804,457,816,1536,24,864,24,0,0,1536,short,Linux aarch64,WHALE,97354,97454,97405
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,spade,233,804,695,816,1536,24,864,24,0,0,1536,short,Linux aarch64,LLAMA,98539,98636,98586
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,tank,233,804,674,816,1536,24,864,24,0,0,1536,short,Linux aarch64,TANK,99969,100068,100018
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,crow,233,804,720,816,1536,24,864,24,0,0,1536,short,Linux aarch64,YACHT,101384,101483,101434
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,daisy,233,804,579,816,1536,24,864,24,0,0,1536,short,Linux aarch64,DAISY,102850,102949,102899
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,paint,233,804,866,816,1536,24,864,24,0,0,1536,short,Linux aarch64,PAINT,104165,104265,104215
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,0,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,rope,233,804,584,816,1536,24,864,24,0,0,1536,short,Linux aarch64,ROPE,105780,105880,105830
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,arena,233,804,713,816,1536,24,864,24,0,0,1536,short,Linux aarch64,VINE,107112,107195,107161
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,peach,233,804,968,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SHED,108545,108644,108594
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,patio,233,804,648,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SLOTH,110260,110359,110310
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,frog,233,804,638,816,1536,24,864,24,0,0,1536,short,Linux aarch64,FROG,111642,111742,111692
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,ladle,233,804,790,816,1536,24,864,24,0,0,1536,short,Linux aarch64,GULLY,113024,113124,113074
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,sewer,233,804,770,816,1536,24,864,24,0,0,1536,short,Linux aarch64,CORAL,114540,114625,114589
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,tower,233,804,818,816,1536,24,864,24,0,0,1536,short,Linux aarch64,TOWER,116038,116138,116088
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,poppy,233,804,790,816,1536,24,864,24,0,0,1536,short,Linux aarch64,CLOTH,117604,117703,117653
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,kiosk,233,804,732,816,1536,24,864,24,0,0,1536,short,Linux aarch64,PETAL,119136,119236,119185
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,toast,233,804,706,816,1536,24,864,24,0,0,1536,short,Linux aarch64,TOAST,120601,120700,120651
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,sword,233,804,949,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SWORD,122050,122150,122101
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,mice,233,804,750,816,1536,24,864,24,0,0,1536,short,Linux aarch64,TOOLS,123749,123848,123798
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,spear,233,804,696,816,1536,24,864,24,0,0,1536,short,Linux aarch64,MOTH,125247,125347,125297
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,torch,233,804,790,816,1536,24,864,24,0,0,1536,short,Linux aarch64,CHIMP,126679,126779,126729
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,grape,233,804,690,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SHELF,128211,128311,128261
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,grass,233,804,518,816,1536,24,864,24,0,0,1536,short,Linux aarch64,GRASS,129643,129743,129693
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,leaf,233,804,676,816,1536,24,864,24,0,0,1536,short,Linux aarch64,COIN,130909,131009,130959
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,harp,233,804,565,816,1536,24,864,24,0,0,1536,short,Linux aarch64,SNAIL,132324,132407,132360
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,berry,233,804,680,816,1536,24,864,24,0,0,1536,short,Linux aarch64,PLAZA,133590,133690,133640
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,bread,233,804,849,816,1536,24,864,24,0,0,1536,short,Linux aarch64,BREAD,135005,135089,135055
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,0,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,melon,233,804,801,816,1536,24,864,24,0,0,1536,short,Linux aarch64,HOSE,136571,136671,136620
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,fruit,233,804,746,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PLATE,136571,139851,139801
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,taxi,233,804,608,816,1536,24,864,24,0,0,1536,long,Linux aarch64,DIRT,136571,141366,141317
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,arrow,233,804,852,816,1536,24,864,24,0,0,1536,long,Linux aarch64,ARROW,136571,142732,142682
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,bell,233,804,553,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BEAR,136571,144364,144314
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,moose,233,804,715,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PORCH,136571,145696,145646
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,sheep,233,804,716,816,1536,24,864,24,0,0,1536,long,Linux aarch64,TRASH,136571,147195,147145
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,plum,233,804,740,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PLUM,136571,148678,148627
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,cloud,233,804,517,816,1536,24,864,24,0,0,1536,long,Linux aarch64,MOTEL,136571,150209,150159
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,roof,233,804,886,816,1536,24,864,24,0,0,1536,long,Linux aarch64,ROSE,136571,151508,151458
