browser_codename,browser_name,browser_version,condition,congruence,correct,counterbalance,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,prime,queryParams_batchId,queryParams_generalMultiple,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,soa_condition,system_os,target,time_mask1,time_mask2,time_prime
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,cloud,241,,709,680,1280,24,720,24,-7,-7,1280,long,Win32,MOTEL,52426,68340,68289
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,shoe,241,,1023,680,1280,24,720,24,-7,-7,1280,long,Win32,COUCH,52426,69790,69739
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,cake,241,,800,680,1280,24,720,24,-7,-7,1280,long,Win32,TRASH,52426,71556,71506
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,pipe,241,,640,680,1280,24,720,24,-7,-7,1280,long,Win32,LION,52426,73107,73056
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,boar,241,,610,680,1280,24,720,24,-7,-7,1280,long,Win32,BOAR,52426,74489,74440
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,scarf,241,,702,680,1280,24,720,24,-7,-7,1280,long,Win32,SCARF,52426,75838,75788
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,hare,241,,701,680,1280,24,720,24,-7,-7,1280,long,Win32,HARE,52426,77288,77238
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,barn,241,,965,680,1280,24,720,24,-7,-7,1280,long,Win32,TUNA,52426,78738,78689
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,earth,241,,735,680,1280,24,720,24,-7,-7,1280,long,Win32,EARTH,52426,80455,80405
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,moss,241,,746,680,1280,24,720,24,-7,-7,1280,long,Win32,MOSS,52426,81938,81888
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,eagle,241,,632,680,1280,24,720,24,-7,-7,1280,long,Win32,WAGON,52426,83421,83371
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,canon,241,,603,680,1280,24,720,24,-7,-7,1280,long,Win32,CANON,52426,84804,84754
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,crab,241,,640,680,1280,24,720,24,-7,-7,1280,long,Win32,CRAB,52426,86155,86104
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,clam,241,,859,680,1280,24,720,24,-7,-7,1280,long,Win32,CLAM,52426,87538,87487
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,desk,241,,989,680,1280,24,720,24,-7,-7,1280,long,Win32,CANDY,52426,89138,89087
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,shell,241,,751,680,1280,24,720,24,-7,-7,1280,long,Win32,DIRT,52426,90870,90821
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,apron,241,,901,680,1280,24,720,24,-7,-7,1280,long,Win32,APRON,52426,92370,92320
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,flask,241,,936,680,1280,24,720,24,-7,-7,1280,long,Win32,FLASK,52426,94020,93970
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,tongs,241,,864,680,1280,24,720,24,-7,-7,1280,long,Win32,TONGS,52426,95703,95653
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,arrow,241,,1007,680,1280,24,720,24,-7,-7,1280,long,Win32,ARROW,52426,97303,97252
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,flute,241,,603,680,1280,24,720,24,-7,-7,1280,long,Win32,FLUTE,52426,99053,99002
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,stone,241,,722,680,1280,24,720,24,-7,-7,1280,long,Win32,STONE,52426,100402,100353
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,peas,241,,595,680,1280,24,720,24,-7,-7,1280,long,Win32,PEAS,52426,101869,101818
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,bunny,241,,687,680,1280,24,720,24,-7,-7,1280,long,Win32,ROSE,52426,103203,103151
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,swan,241,,629,680,1280,24,720,24,-7,-7,1280,long,Win32,SWAN,52426,104635,104585
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,ferry,241,,1199,680,1280,24,720,24,-7,-7,1280,long,Win32,FERRY,52426,106002,105951
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,olive,241,,941,680,1280,24,720,24,-7,-7,1280,long,Win32,MOTOR,52426,107951,107901
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,jeans,241,,678,680,1280,24,720,24,-7,-7,1280,long,Win32,JEANS,52426,109635,109585
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,fort,241,,660,680,1280,24,720,24,-7,-7,1280,long,Win32,GOAT,52426,111051,111000
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,moose,241,,782,680,1280,24,720,24,-7,-7,1280,long,Win32,PORCH,52426,112451,112402
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,fruit,241,,2014,680,1280,24,720,24,-7,-7,1280,long,Win32,BEAR,52426,113984,113934
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,bell,241,,1150,680,1280,24,720,24,-7,-7,1280,long,Win32,WHEEL,52426,116734,116684
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,linen,241,,1086,680,1280,24,720,24,-7,-7,1280,long,Win32,LINEN,52426,118633,118582
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,pear,241,,513,680,1280,24,720,24,-7,-7,1280,long,Win32,PEAR,52426,120468,120417
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,storm,241,,1260,680,1280,24,720,24,-7,-7,1280,long,Win32,LAND,52426,121717,121666
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,slug,241,,1656,680,1280,24,720,24,-7,-7,1280,long,Win32,SLUG,52426,123716,123666
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,flood,241,,581,680,1280,24,720,24,-7,-7,1280,long,Win32,SKIRT,52426,126116,126066
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,broom,241,,634,680,1280,24,720,24,-7,-7,1280,long,Win32,BROOM,52426,127432,127383
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,soap,241,,775,680,1280,24,720,24,-7,-7,1280,long,Win32,PONY,52426,128815,128765
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,swamp,241,,1274,680,1280,24,720,24,-7,-7,1280,long,Win32,DRILL,52426,130332,130282
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,sink,241,,1046,680,1280,24,720,24,-7,-7,1280,long,Win32,LAMB,52426,132348,132298
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,sheep,241,,906,680,1280,24,720,24,-7,-7,1280,long,Win32,BULL,52426,134131,134081
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,wasp,241,,1022,680,1280,24,720,24,-7,-7,1280,long,Win32,WASP,52426,135782,135732
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,shark,241,,981,680,1280,24,720,24,-7,-7,1280,long,Win32,HILL,52426,137548,137498
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,roof,241,,927,680,1280,24,720,24,-7,-7,1280,long,Win32,PIANO,52426,139281,139231
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,stick,241,,829,680,1280,24,720,24,-7,-7,1280,long,Win32,STICK,52426,140948,140897
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,deck,241,,1322,680,1280,24,720,24,-7,-7,1280,long,Win32,PLATE,52426,142514,142464
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,wire,241,,676,680,1280,24,720,24,-7,-7,1280,long,Win32,CABIN,52426,144580,144530
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,plum,241,,998,680,1280,24,720,24,-7,-7,1280,long,Win32,PLUM,52426,145997,145946
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,taxi,241,,683,680,1280,24,720,24,-7,-7,1280,long,Win32,CHAIN,52426,147747,147696
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,lemon,241,,860,680,1280,24,720,24,-7,-7,1280,long,Win32,DUCK,52426,149180,149129
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,mall,241,,1200,680,1280,24,720,24,-7,-7,1280,long,Win32,BUSH,52426,150779,150728
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,wheat,241,,601,680,1280,24,720,24,-7,-7,1280,long,Win32,BRICK,52426,152728,152679
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,stair,241,,1059,680,1280,24,720,24,-7,-7,1280,long,Win32,STAIR,52426,154079,154028
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,torch,241,,796,680,1280,24,720,24,-7,-7,1280,short,Win32,CHIMP,194707,194807,194757
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,fern,241,,621,680,1280,24,720,24,-7,-7,1280,short,Win32,PETAL,196223,196322,196272
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,mail,241,,1031,680,1280,24,720,24,-7,-7,1280,short,Win32,MAIL,197558,197656,197607
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,coat,241,,802,680,1280,24,720,24,-7,-7,1280,short,Win32,COAT,199306,199407,199357
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,drug,241,,806,680,1280,24,720,24,-7,-7,1280,short,Win32,DRUG,200822,200923,200873
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,sash,241,,659,680,1280,24,720,24,-7,-7,1280,short,Win32,CLOTH,202339,202440,202390
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,corn,241,,528,680,1280,24,720,24,-7,-7,1280,short,Win32,CORN,203704,203806,203755
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,bike,241,,602,680,1280,24,720,24,-7,-7,1280,short,Win32,BIKE,204939,205039,204988
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,silo,241,,806,680,1280,24,720,24,-7,-7,1280,short,Win32,PLAZA,206256,206356,206306
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,deer,241,,515,680,1280,24,720,24,-7,-7,1280,short,Win32,DEER,207772,207872,207823
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,mice,241,,1019,680,1280,24,720,24,-7,-7,1280,short,Win32,TOOLS,209005,209105,209055
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,cobra,241,,698,680,1280,24,720,24,-7,-7,1280,short,Win32,TWIG,210738,210838,210788
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,berry,241,,749,680,1280,24,720,24,-7,-7,1280,short,Win32,OTTER,212154,212255,212205
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,spear,241,,654,680,1280,24,720,24,-7,-7,1280,short,Win32,MOTH,213622,213721,213670
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,seed,241,,657,680,1280,24,720,24,-7,-7,1280,short,Win32,SEED,214988,215088,215038
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,kiosk,241,,886,680,1280,24,720,24,-7,-7,1280,short,Win32,SOFA,216354,216454,216404
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,melon,241,,756,680,1280,24,720,24,-7,-7,1280,short,Win32,HOSE,217954,218054,218003
Mozilla,Netscape,5.0 (Windows),Nat_Nat_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,finch,241,,826,680,1280,24,720,24,-7,-7,1280,short,Win32,SLOTH,219421,219521,219470
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,tank,241,,833,680,1280,24,720,24,-7,-7,1280,short,Win32,TANK,220954,221054,221003
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,arena,241,,959,680,1280,24,720,24,-7,-7,1280,short,Win32,VINE,222503,222603,222554
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,sewer,241,,626,680,1280,24,720,24,-7,-7,1280,short,Win32,CORAL,224169,224269,224219
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,sword,241,,601,680,1280,24,720,24,-7,-7,1280,short,Win32,SWORD,225503,225603,225553
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,goose,241,,542,680,1280,24,720,24,-7,-7,1280,short,Win32,GOOSE,226820,226920,226870
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,rope,241,,1111,680,1280,24,720,24,-7,-7,1280,short,Win32,ROPE,228069,228170,228119
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,doll,241,,735,680,1280,24,720,24,-7,-7,1280,short,Win32,DOLL,229886,229986,229935
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,gate,241,,974,680,1280,24,720,24,-7,-7,1280,short,Win32,GATE,231336,231436,231386
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,cable,241,,924,680,1280,24,720,24,-7,-7,1280,short,Win32,CABLE,233036,233135,233086
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,paint,241,,551,680,1280,24,720,24,-7,-7,1280,short,Win32,PAINT,234668,234769,234719
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,worm,241,,598,680,1280,24,720,24,-7,-7,1280,short,Win32,WORM,235935,236035,235985
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,bread,241,,652,680,1280,24,720,24,-7,-7,1280,short,Win32,BREAD,237252,237352,237302
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,cave,241,,1783,680,1280,24,720,24,-7,-7,1280,short,Win32,CAVE,238684,238784,238734
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,tiger,241,,540,680,1280,24,720,24,-7,-7,1280,short,Win32,TIGER,241184,241285,241235
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,patio,241,,667,680,1280,24,720,24,-7,-7,1280,short,Win32,SPOON,242434,242533,242484
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,wharf,241,,773,680,1280,24,720,24,-7,-7,1280,short,Win32,RAZOR,243817,243918,243868
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,poppy,241,,976,680,1280,24,720,24,-7,-7,1280,short,Win32,DINGO,245301,245400,245350
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,hawk,241,,713,680,1280,24,720,24,-7,-7,1280,short,Win32,HAWK,246984,247084,247033
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,puppy,241,,534,680,1280,24,720,24,-7,-7,1280,short,Win32,PUPPY,248400,248500,248451
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,creek,241,,819,680,1280,24,720,24,-7,-7,1280,short,Win32,CREEK,249650,249750,249700
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,leaf,241,,824,680,1280,24,720,24,-7,-7,1280,short,Win32,COIN,251182,251283,251233
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,grass,241,,648,680,1280,24,720,24,-7,-7,1280,short,Win32,GRASS,252716,252817,252766
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,daisy,241,,656,680,1280,24,720,24,-7,-7,1280,short,Win32,DAISY,254082,254183,254133
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,harp,241,,803,680,1280,24,720,24,-7,-7,1280,short,Win32,SNAIL,255465,255566,255517
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,water,241,,695,680,1280,24,720,24,-7,-7,1280,short,Win32,MEDAL,256983,257082,257032
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,ruler,241,,1155,680,1280,24,720,24,-7,-7,1280,short,Win32,PANSY,258383,258483,258432
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Nat,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,grape,241,,693,680,1280,24,720,24,-7,-7,1280,short,Win32,LLAMA,260248,260349,260299
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Synth,incongruent,0,B,03-10-22,03-10-22,09:26:43,0,0,0,0,0,792,3.6.1,ladle,241,,672,680,1280,24,720,24,-7,-7,1280,short,Win32,CAFÉ,261665,261766,261716
